Date,rate_ABBV,rate_VOO,Sector,rate_ABT,rate_AMGN,rate_BMY,rate_DHR,rate_GILD,rate_ISRG,rate_JNJ,rate_LLY,rate_MDT,rate_MRK,rate_PFE,rate_REGN,rate_TMO,rate_UNH
2023-04-14,15.69,-5.2,Healthcare,-14.89,8.87,7.58,-11.8,14.17,-6.79,-1.33,36.18,-17.4,38.27,-19.64,28.78,0.72,5.63
2023-04-17,15.4,-4.88,Healthcare,-14.44,8.17,7.81,-10.39,15.03,-6.14,-1.43,35.33,-15.97,37.92,-19.66,27.35,0.68,4.32
2023-04-18,14.44,-4.82,Healthcare,-14.74,7.38,7.25,-10.25,15.24,-6.01,-4.18,34.45,-16.45,37.7,-20.88,25.59,0.06,4.14
2023-04-19,15.42,-4.83,Healthcare,-8.12,7.42,6.69,-10.73,15.69,4.07,-3.28,34.65,-13.18,36.86,-21.48,25.72,-0.76,0.43
2023-04-20,15.74,-5.36,Healthcare,-9.7,6.33,6.19,-12.96,16.48,3.67,-2.66,36.21,-14.58,36.91,-22.24,24.11,-3.08,0.69
2023-04-21,16.15,-5.3,Healthcare,-8.63,6.49,7.65,-11.41,19.06,4.64,-3.19,39.97,-12.3,38.35,-21.54,24.5,-2.13,-0.05
2023-04-24,17.16,-5.18,Healthcare,-9.65,6.72,7.72,-10.88,19.24,4.72,-2.6,39.29,-8.29,39.03,-22.12,23.95,-1.69,0.99
2023-04-25,17.7,-6.43,Healthcare,-10.0,6.9,7.26,-18.65,17.72,3.1,-1.72,39.83,-8.29,39.73,-23.25,22.81,-6.0,1.59
2023-04-26,15.66,-6.78,Healthcare,-11.0,4.37,3.88,-18.48,15.18,3.1,-3.23,36.74,-8.0,36.03,-24.61,21.04,-8.54,-0.23
2023-04-27,7.13,-5.24,Healthcare,-10.39,5.01,3.26,-18.85,14.92,3.38,-3.01,41.81,-6.56,38.1,-24.39,23.22,-6.89,1.3
2023-04-28,8.61,-4.56,Healthcare,-9.6,4.76,1.98,-16.94,13.09,4.94,-2.59,43.79,-7.0,38.47,-24.1,24.67,-4.92,1.63
2023-05-01,10.1,-4.51,Healthcare,-8.88,4.32,4.37,-14.94,11.75,5.36,-2.6,46.37,-7.12,38.67,-22.98,24.88,-5.85,2.31
2023-05-02,8.68,-5.49,Healthcare,-8.62,3.09,3.91,-14.57,10.42,4.86,-1.76,45.8,-7.58,40.49,-23.27,23.65,-6.63,1.84
2023-05-03,7.08,-6.08,Healthcare,-8.44,0.28,1.71,-13.61,9.08,5.92,-3.02,55.31,-7.11,40.88,-24.45,24.35,-5.54,1.05
2023-05-04,5.79,-6.71,Healthcare,-9.06,1.37,1.99,-14.73,7.82,5.41,-3.46,54.34,-8.55,39.88,-24.87,16.99,-6.33,0.61
2023-05-05,6.25,-5.15,Healthcare,-8.78,3.32,3.97,-14.69,9.49,5.87,-3.14,54.12,-7.75,40.25,-24.37,18.22,-6.2,2.02
2023-05-08,5.85,-5.11,Healthcare,-9.03,2.52,4.38,-15.8,7.92,5.38,-3.35,55.85,-7.62,41.07,-24.02,16.73,-6.83,1.69
2023-05-09,5.42,-5.5,Healthcare,-9.45,2.44,3.76,-17.21,8.2,4.9,-4.09,54.32,-8.13,40.29,-24.39,17.15,-8.17,1.24
2023-05-10,5.14,-5.1,Healthcare,-9.16,2.3,4.5,-17.82,7.26,5.22,-3.74,56.98,-8.29,40.67,-24.74,16.34,-8.36,1.17
2023-05-11,5.25,-5.23,Healthcare,-9.58,1.52,5.4,-18.73,8.07,5.49,-4.13,56.85,-8.63,40.39,-26.14,15.73,-8.98,0.91
2023-05-12,5.65,-5.35,Healthcare,-9.29,1.81,3.85,-19.93,7.34,6.05,-4.25,56.45,-8.75,40.05,-26.59,15.55,-9.85,1.41
2023-05-15,5.25,-5.04,Healthcare,-9.72,2.05,4.02,-20.07,7.63,6.91,-4.98,56.48,-8.38,39.41,-26.96,16.55,-10.01,0.53
2023-05-16,2.92,-5.65,Healthcare,-10.05,-0.37,2.27,-20.75,7.55,6.44,-5.1,57.13,-8.71,39.12,-27.26,15.23,-10.67,-0.91
2023-05-17,2.97,-4.56,Healthcare,-10.47,-1.6,1.53,-20.66,8.22,6.97,-5.31,57.38,-8.97,37.79,-27.76,16.35,-10.35,0.11
2023-05-18,3.03,-3.65,Healthcare,-10.72,-1.94,0.27,-20.25,7.4,8.28,-5.61,57.5,-8.61,37.02,-28.29,16.02,-10.04,-1.01
2023-05-19,4.21,-3.8,Healthcare,-10.39,-2.29,0.48,-19.59,8.27,8.73,-5.36,58.86,-8.36,38.52,-27.72,17.78,-9.39,-1.09
2023-05-22,4.06,-3.74,Healthcare,-10.89,-2.04,0.43,-18.56,7.96,8.73,-6.57,56.33,-8.22,37.51,-23.86,16.63,-9.11,-0.73
2023-05-23,2.37,-4.8,Healthcare,-12.84,-1.85,1.53,-19.0,7.9,4.65,-6.6,53.27,-10.11,36.17,-22.11,16.19,-9.77,-0.97
2023-05-24,1.39,-5.51,Healthcare,-14.16,-3.19,-0.08,-19.8,8.55,5.0,-6.69,54.0,-9.83,36.53,-24.09,14.49,-12.19,-0.69
2023-05-25,-0.41,-4.7,Healthcare,-15.63,-4.86,-1.47,-18.85,6.63,5.43,-8.02,54.43,-12.98,35.09,-25.66,12.6,-10.52,-1.32
2023-05-26,-1.16,-3.48,Healthcare,-15.07,-5.09,-2.59,-18.24,5.86,6.48,-8.06,54.0,-14.64,33.74,-26.11,12.61,-10.29,-0.55
2023-05-30,-1.96,-3.45,Healthcare,-15.97,-4.4,-2.76,-19.99,4.82,6.54,-8.05,54.41,-13.81,31.64,-27.26,13.15,-11.6,-0.88
2023-05-31,-0.88,-3.96,Healthcare,-15.74,-3.48,-1.65,-19.14,5.66,6.8,-7.64,55.04,-13.6,33.01,-25.29,14.21,-12.57,0.6
2023-06-01,-4.01,-2.99,Healthcare,-14.79,-6.11,-1.26,-17.7,4.56,7.54,-7.78,55.85,-13.32,32.88,-24.76,13.26,-10.51,1.85
2023-06-02,-1.58,-1.6,Healthcare,-13.7,-4.48,0.22,-17.03,6.84,8.01,-6.35,57.45,-12.4,34.69,-24.1,14.59,-10.38,3.04
2023-06-05,-1.59,-1.79,Healthcare,-14.05,-2.84,0.7,-17.55,6.6,9.69,-5.55,57.98,-12.43,35.38,-23.53,16.16,-10.65,2.76
2023-06-06,-2.61,-1.59,Healthcare,-14.98,-3.13,-0.06,-17.02,4.53,9.1,-5.64,57.66,-12.56,31.73,-24.08,15.83,-11.03,0.61
2023-06-07,-1.85,-1.91,Healthcare,-15.77,-3.11,-0.54,-16.01,4.37,6.31,-5.43,55.82,-13.28,30.08,-23.05,14.39,-10.28,-0.5
2023-06-08,-1.03,-1.33,Healthcare,-16.49,-3.33,-0.32,-16.75,7.53,7.49,-4.4,58.37,-13.07,32.09,-22.66,16.13,-11.2,1.15
2023-06-09,-0.65,-1.17,Healthcare,-15.74,-4.19,-1.09,-16.76,7.15,8.13,-4.55,58.47,-12.43,32.55,-22.9,15.59,-10.71,1.83
2023-06-12,-0.97,-0.27,Healthcare,-15.98,-4.8,-1.15,-15.83,6.8,8.42,-4.62,58.27,-11.87,31.55,-21.06,16.72,-9.79,1.63
2023-06-13,-0.55,0.38,Healthcare,-15.6,-2.79,-1.15,-14.7,7.6,9.02,-4.12,58.4,-10.36,31.7,-20.32,18.75,-9.4,1.37
2023-06-14,-2.04,0.45,Healthcare,-14.46,-2.67,-2.06,-15.69,6.92,11.58,-3.63,59.03,-8.14,30.12,-22.13,19.32,-10.39,-5.01
2023-06-15,-2.28,1.72,Healthcare,-13.0,0.01,-1.29,-13.92,8.35,13.32,-2.34,60.98,-7.8,31.0,-21.36,21.13,-7.88,-3.79
2023-06-16,-0.32,1.35,Healthcare,-12.03,0.54,0.98,-14.51,8.16,13.68,-2.05,59.03,-6.87,30.91,-20.75,21.13,-7.51,-5.29
2023-06-20,-0.9,0.89,Healthcare,-11.62,0.07,0.78,-16.33,6.59,13.17,-2.11,60.36,-7.09,31.99,-22.17,20.85,-9.17,-3.08
2023-06-21,-1.59,0.35,Healthcare,-11.99,-0.6,-0.02,-15.95,6.45,11.8,-2.25,60.69,-7.72,33.09,-23.04,20.48,-9.41,-1.59
2023-06-22,-1.2,0.71,Healthcare,-10.34,0.54,-0.33,-16.41,7.14,13.1,-1.22,62.16,-8.66,36.13,-23.37,20.64,-9.02,-1.12
2023-06-23,-2.26,-0.04,Healthcare,-10.51,-0.57,-0.72,-15.78,6.26,12.98,-1.31,62.53,-8.59,37.17,-24.22,20.62,-9.7,-1.54
2023-06-26,-2.96,-0.45,Healthcare,-10.13,-1.6,-1.11,-15.89,5.02,12.28,-2.4,60.62,-9.08,35.37,-27.0,21.33,-10.07,-1.12
2023-06-27,-4.64,0.64,Healthcare,-10.72,-2.52,-1.17,-17.31,4.27,13.68,-2.57,64.53,-8.92,35.66,-27.93,10.97,-12.15,-0.41
2023-06-28,-4.7,0.69,Healthcare,-10.87,-3.09,-2.17,-16.97,4.5,14.53,-2.74,62.6,-9.74,34.61,-28.19,8.54,-12.06,-2.05
2023-06-29,-4.19,0.68,Healthcare,-10.83,-3.15,-2.31,-15.92,4.27,16.12,-2.17,64.53,-9.32,35.92,-28.52,9.81,-11.35,-1.65
2023-06-30,-3.12,1.85,Healthcare,-9.71,-2.78,-2.38,-15.14,5.72,17.12,-1.45,66.03,-7.94,38.12,-27.42,11.34,-10.12,-0.8
2023-07-03,-2.86,2.0,Healthcare,-10.96,-1.45,-1.62,-15.93,5.13,15.1,-2.49,62.21,-8.75,36.11,-26.92,11.04,-10.34,-1.33
2023-07-05,-1.0,1.78,Healthcare,-10.84,-1.08,-1.17,-15.73,5.83,14.43,-2.79,63.65,-9.03,35.36,-27.29,11.01,-10.09,-2.67
2023-07-06,-1.27,0.97,Healthcare,-10.98,-2.32,-3.11,-16.77,4.48,13.26,-3.45,62.81,-9.85,33.07,-28.92,9.04,-10.64,-3.04
2023-07-07,-2.51,0.74,Healthcare,-11.67,-4.19,-4.3,-17.22,2.02,13.62,-4.73,59.06,-10.04,29.84,-29.12,7.17,-11.24,-4.61
2023-07-10,-3.22,1.01,Healthcare,-11.13,-1.57,-4.56,-16.74,3.74,16.42,-4.58,59.42,-9.46,30.97,-28.82,8.82,-10.72,-4.31
2023-07-11,-2.46,1.65,Healthcare,-10.73,-1.95,-4.09,-15.62,4.32,16.1,-5.09,54.7,-8.59,29.48,-28.15,10.85,-10.31,-4.35
2023-07-12,-2.88,2.44,Healthcare,-11.27,-1.16,-4.86,-15.47,4.68,18.47,-5.4,55.12,-8.3,28.03,-28.21,11.09,-9.18,-6.63
2023-07-13,-3.86,3.26,Healthcare,-10.53,-0.3,-4.86,-15.22,5.13,18.29,-4.98,53.09,-7.8,26.67,-28.07,11.48,-9.06,-7.43
2023-07-14,-2.14,3.18,Healthcare,-10.38,-0.4,-5.38,-14.62,5.78,20.26,-4.38,58.15,-8.22,27.87,-27.56,11.11,-8.6,-0.82
2023-07-17,-2.98,3.53,Healthcare,-11.14,-0.23,-5.51,-15.59,6.17,20.21,-4.84,57.36,-9.19,25.78,-28.47,11.58,-9.29,-0.03
2023-07-18,-1.73,4.31,Healthcare,-11.18,1.82,-5.28,-14.52,7.18,20.55,-4.84,58.76,-9.31,26.23,-27.71,12.32,-9.56,3.22
2023-07-19,-0.95,4.53,Healthcare,-10.91,1.6,-5.19,-13.44,8.19,18.94,-5.03,59.58,-9.81,26.23,-27.31,11.18,-7.55,3.98
2023-07-20,2.28,3.86,Healthcare,-7.16,2.11,-2.59,-13.26,9.53,18.31,0.61,63.12,-6.45,29.2,-26.66,11.79,-7.09,4.09
2023-07-21,3.39,3.87,Healthcare,-5.13,2.8,-1.21,-9.21,10.48,14.91,1.66,62.51,-6.85,31.49,-25.41,13.55,-3.04,4.55
2023-07-24,2.98,4.3,Healthcare,-4.86,3.06,-1.13,-8.47,6.42,10.87,2.18,61.57,-7.06,29.59,-25.19,12.41,-1.46,4.99
2023-07-25,1.88,4.56,Healthcare,-6.25,3.01,-2.6,-9.27,5.83,13.25,2.96,60.95,-6.85,28.1,-26.08,12.83,-1.57,5.45
2023-07-26,2.07,4.58,Healthcare,-5.3,2.96,-3.14,-6.04,5.78,12.76,3.15,59.57,-5.35,27.63,-25.79,12.99,-0.97,4.85
2023-07-27,7.04,3.99,Healthcare,-6.48,3.33,-7.23,-9.42,4.85,10.87,3.72,60.06,-7.32,25.42,-27.79,15.06,-3.41,4.29
2023-07-28,8.47,4.84,Healthcare,-6.42,3.47,-6.19,-7.73,5.33,11.83,4.19,61.27,-7.59,26.69,-28.05,15.28,-3.1,3.81
2023-07-31,7.56,5.01,Healthcare,-7.57,2.51,-5.0,-9.5,4.34,11.14,0.09,59.91,-8.1,27.05,-28.07,14.65,-5.33,4.52
2023-08-01,6.68,4.66,Healthcare,-8.07,1.59,-5.89,-9.33,3.64,10.77,0.88,58.21,-8.02,24.92,-28.39,13.93,-5.69,4.15
2023-08-02,7.27,3.53,Healthcare,-9.62,0.87,-5.56,-8.34,3.64,7.49,1.47,58.68,-10.29,25.41,-28.9,12.9,-4.38,4.16
2023-08-03,7.04,3.31,Healthcare,-10.49,0.99,-6.33,-8.48,3.44,6.65,1.89,56.87,-11.29,25.44,-29.58,18.73,-5.27,4.17
2023-08-04,6.11,2.92,Healthcare,-10.4,6.33,-7.44,-9.42,7.65,6.0,0.97,56.98,-11.75,24.59,-29.54,17.99,-5.23,3.81
2023-08-07,7.93,3.63,Healthcare,-9.76,10.43,-7.47,-9.12,10.32,5.98,3.32,58.55,-11.05,25.86,-28.25,19.22,-4.71,5.18
2023-08-08,7.55,3.32,Healthcare,-11.53,12.97,-7.82,-8.21,9.72,4.38,3.36,76.03,-12.98,26.14,-28.31,19.85,-4.2,4.47
2023-08-09,8.17,2.85,Healthcare,-11.7,12.49,-7.3,-9.0,9.81,4.69,3.31,77.23,-12.44,25.87,-28.01,20.45,-5.24,3.92
2023-08-10,8.52,2.89,Healthcare,-12.05,13.38,-6.54,-8.65,9.64,4.83,2.91,75.96,-12.3,25.4,-28.19,21.29,-5.28,4.12
2023-08-11,8.92,2.83,Healthcare,-11.7,13.53,-6.61,-9.17,9.64,4.79,3.65,77.76,-12.04,27.05,-27.71,22.86,-5.73,4.78
2023-08-14,8.96,3.23,Healthcare,-11.21,13.03,-6.16,-8.71,9.48,4.94,3.47,80.28,-12.27,28.35,-27.67,23.02,-6.16,5.2
2023-08-15,8.89,2.44,Healthcare,-11.87,14.53,-6.03,-9.18,9.29,5.29,3.27,81.39,-12.5,28.15,-28.61,22.77,-6.86,4.62
2023-08-16,8.61,1.94,Healthcare,-12.11,14.23,-6.88,-9.77,7.75,3.6,3.05,81.34,-13.41,28.21,-28.48,21.88,-7.52,4.19
2023-08-17,7.86,1.39,Healthcare,-11.88,13.88,-5.61,-9.76,6.34,1.45,3.71,80.23,-13.42,28.36,-27.06,21.82,-6.68,2.87
2023-08-18,7.92,1.45,Healthcare,-12.58,13.28,-5.7,-10.1,5.76,0.49,3.09,81.37,-13.45,28.59,-26.86,23.44,-7.1,3.48
2023-08-21,7.93,1.9,Healthcare,-12.48,12.95,-5.86,-10.4,5.82,0.66,0.99,81.84,-13.38,28.94,-26.38,26.74,-7.12,3.38
2023-08-22,7.01,1.71,Healthcare,-11.76,12.06,-5.91,-10.51,6.2,0.77,0.46,82.07,-11.89,27.04,-26.6,26.55,-7.72,2.65
2023-08-23,6.45,2.43,Healthcare,-11.77,11.98,-6.22,-9.28,6.84,1.53,-0.14,82.05,-11.92,30.25,-26.85,26.56,-5.61,2.26
2023-08-24,6.23,1.53,Healthcare,-12.55,11.77,-6.5,-9.59,6.18,0.42,0.08,81.71,-13.77,28.79,-27.51,26.06,-6.45,2.07
2023-08-25,6.26,1.97,Healthcare,-12.29,11.7,-5.69,-9.12,6.67,3.2,0.55,82.07,-12.97,29.39,-27.22,26.02,-6.03,2.21
2023-08-28,6.62,2.41,Healthcare,-13.09,11.75,-6.13,-7.7,6.84,4.11,-0.24,82.09,-13.54,28.38,-27.45,26.05,-5.61,2.51
2023-08-29,6.69,3.38,Healthcare,-12.49,12.64,-4.91,-7.11,7.92,6.15,-0.23,82.09,-13.05,29.21,-27.53,25.99,-4.44,2.72
2023-08-30,7.04,3.66,Healthcare,-12.18,12.13,-5.38,-7.07,7.41,8.02,-0.46,81.9,-12.89,29.39,-27.86,26.41,-4.02,2.54
2023-08-31,6.39,3.58,Healthcare,-13.03,11.69,-6.12,-6.88,6.32,6.67,-1.29,82.1,-13.46,28.42,-28.55,25.66,-4.24,0.47
2023-09-01,6.85,3.65,Healthcare,-12.8,11.56,-5.64,-6.61,6.35,6.03,-1.74,80.58,-12.76,28.52,-27.47,25.6,-4.14,0.42
2023-09-05,5.86,3.35,Healthcare,-13.89,10.8,-7.01,-7.7,5.0,5.42,-1.66,80.61,-14.1,26.73,-28.0,24.85,-5.86,1.04
2023-09-06,5.57,2.76,Healthcare,-13.41,9.01,-8.23,-8.82,3.94,5.47,-3.0,80.67,-13.65,25.74,-29.68,24.38,-6.61,0.37
2023-09-07,7.74,2.49,Healthcare,-14.1,11.14,-7.82,-9.49,3.56,2.17,-1.88,81.09,-14.41,27.3,-29.85,25.25,-7.4,1.86
2023-09-08,7.82,2.62,Healthcare,-14.06,13.23,-6.57,-11.71,6.31,2.49,-1.57,81.39,-14.38,28.55,-29.91,25.9,-9.6,1.06
2023-09-11,7.83,3.26,Healthcare,-12.65,14.18,-6.58,-11.1,7.7,3.84,-0.34,81.59,-12.91,28.04,-30.51,26.24,-10.14,0.78
2023-09-12,8.0,2.72,Healthcare,-12.7,13.58,-7.44,-11.73,7.37,3.57,0.21,81.67,-13.35,28.53,-30.09,26.15,-10.81,0.89
2023-09-13,9.33,2.84,Healthcare,-12.46,12.28,-8.32,-10.31,8.07,3.96,0.45,81.66,-12.99,27.13,-30.23,25.39,-10.83,0.87
2023-09-14,11.08,3.7,Healthcare,-12.49,14.43,-8.56,-9.95,8.13,4.3,0.3,81.5,-12.33,27.63,-30.09,26.1,-10.03,1.64
2023-09-15,10.01,2.45,Healthcare,-13.25,13.76,-9.25,-9.34,5.83,1.57,-1.07,81.15,-12.52,26.8,-30.25,25.05,-10.04,2.28
2023-09-18,11.29,2.56,Healthcare,-13.86,14.79,-9.93,-9.85,5.76,2.44,-0.46,81.05,-11.45,27.14,-31.11,25.18,-11.36,2.15
2023-09-19,10.97,2.36,Healthcare,-14.14,15.29,-9.85,-9.34,5.96,2.94,-0.62,81.66,-11.63,26.61,-30.4,26.8,-11.19,1.03
2023-09-20,11.05,1.42,Healthcare,-14.47,18.36,-9.62,-9.61,6.03,0.36,-0.19,80.78,-12.84,26.55,-31.15,26.12,-11.85,3.4
2023-09-21,10.93,-0.2,Healthcare,-15.61,17.48,-9.17,-11.3,5.27,-2.2,-0.95,77.54,-13.92,25.88,-32.71,25.03,-12.42,5.27
2023-09-22,10.43,-0.44,Healthcare,-16.26,16.74,-9.44,-11.74,4.92,-0.91,-1.65,77.61,-14.12,25.42,-33.03,25.23,-12.21,6.3
2023-09-25,11.8,-0.03,Healthcare,-16.84,16.38,-9.05,-10.46,4.67,0.79,-1.79,77.9,-14.44,24.84,-32.45,26.52,-11.72,7.16
2023-09-26,11.26,-1.48,Healthcare,-17.89,17.33,-9.99,-12.14,5.64,-0.06,-2.55,77.34,-15.52,24.31,-33.63,26.21,-12.42,6.16
2023-09-27,10.7,-1.46,Healthcare,-18.48,17.3,-10.98,-12.08,5.67,0.17,-3.71,77.28,-16.29,22.61,-34.24,26.23,-12.98,5.81
2023-09-28,10.07,-1.26,Healthcare,-16.28,18.09,-10.6,-12.16,5.49,1.77,-3.85,76.0,-15.79,23.03,-34.26,26.51,-12.17,7.12
2023-09-29,7.78,-1.49,Healthcare,-17.36,17.2,-10.76,-11.84,4.82,0.47,-4.53,74.22,-16.14,21.45,-32.06,24.89,-11.63,5.9
2023-10-02,7.06,-1.47,Healthcare,-17.96,15.84,-10.83,-14.03,3.58,1.35,-4.8,73.07,-16.45,20.58,-29.91,23.74,-13.16,7.9
2023-10-03,6.48,-2.77,Healthcare,-17.91,13.56,-11.79,-13.26,2.44,-0.99,-4.69,69.43,-17.75,19.67,-29.99,22.36,-12.5,6.85
2023-10-04,6.66,-2.07,Healthcare,-18.03,15.46,-12.53,-13.11,4.47,-0.23,-4.58,71.17,-18.03,20.14,-31.18,23.3,-12.02,7.08
2023-10-05,6.49,-2.15,Healthcare,-17.56,15.31,-13.0,-12.8,4.41,-0.3,-3.6,73.96,-18.16,21.8,-30.86,25.59,-12.78,8.24
2023-10-06,7.06,-1.01,Healthcare,-16.99,16.33,-12.64,-12.66,4.47,1.59,-3.3,80.55,-18.19,22.13,-31.55,26.37,-12.68,10.0
2023-10-09,7.67,-0.36,Healthcare,-17.09,18.08,-12.72,-12.21,4.91,1.19,-2.76,82.37,-19.23,22.85,-31.41,25.69,-13.1,10.35
2023-10-10,7.52,0.14,Healthcare,-16.41,17.97,-13.05,-12.07,6.17,2.32,-2.87,84.62,-18.12,21.81,-31.47,26.15,-13.09,9.88
2023-10-11,7.84,0.56,Healthcare,-20.59,22.48,-12.65,-12.98,7.54,-3.13,-4.19,92.35,-21.62,21.63,-31.59,26.31,-13.7,9.86
2023-10-12,7.09,-0.03,Healthcare,-22.67,23.01,-13.25,-15.73,7.26,-8.45,-4.1,93.9,-23.32,21.78,-31.98,26.66,-15.42,10.15
2023-10-13,6.85,-0.55,Healthcare,-22.09,22.67,-12.93,-15.76,8.5,-6.06,-3.79,93.51,-22.6,22.27,-33.64,26.82,-15.37,13.0
2023-10-16,6.33,0.47,Healthcare,-20.98,23.68,-11.86,-15.35,10.65,-5.72,-3.37,95.73,-22.83,22.43,-31.26,27.4,-14.4,12.72
2023-10-17,7.73,0.48,Healthcare,-21.01,22.7,-11.55,-14.76,12.43,-5.31,-4.25,93.25,-21.7,22.46,-32.33,26.4,-15.04,12.48
2023-10-18,7.8,-0.85,Healthcare,-18.1,22.37,-12.35,-17.61,11.3,-5.26,-6.3,92.93,-21.81,19.91,-35.09,24.81,-18.03,12.37
2023-10-19,5.1,-1.68,Healthcare,-18.2,21.18,-12.92,-16.61,9.59,-5.96,-6.55,88.04,-22.19,18.09,-35.54,22.26,-17.62,11.59
2023-10-20,5.61,-2.89,Healthcare,-17.06,20.47,-12.95,-17.2,8.7,-8.18,-6.14,86.2,-21.81,20.71,-36.65,22.23,-18.53,10.78
2023-10-23,4.53,-3.06,Healthcare,-17.91,18.18,-13.65,-17.91,8.37,-6.25,-7.12,83.82,-22.14,21.5,-36.26,20.33,-18.96,9.81
2023-10-24,5.67,-2.34,Healthcare,-18.74,19.46,-13.47,-20.79,9.19,-4.62,-7.22,88.68,-22.6,21.13,-37.1,21.62,-19.57,10.47
2023-10-25,4.91,-3.7,Healthcare,-19.8,17.81,-12.72,-22.46,9.52,-8.28,-7.01,86.84,-23.2,21.83,-36.49,20.55,-23.86,11.47
2023-10-26,4.87,-4.87,Healthcare,-19.45,16.79,-18.31,-22.05,9.68,-10.69,-8.58,81.19,-24.31,24.08,-35.6,19.81,-22.66,11.11
2023-10-27,0.36,-5.28,Healthcare,-20.41,13.41,-21.3,-24.36,7.06,-10.87,-10.66,78.77,-25.31,20.88,-37.76,17.34,-24.16,10.41
2023-10-30,2.49,-4.16,Healthcare,-20.29,14.09,-20.95,-25.47,8.66,-11.04,-9.78,80.46,-24.74,20.72,-36.86,17.71,-23.7,11.43
2023-10-31,1.98,-3.59,Healthcare,-18.96,10.92,-20.52,-22.71,9.73,-9.77,-8.98,76.77,-24.1,20.74,-36.84,18.03,-21.88,12.53
2023-11-01,2.85,-2.49,Healthcare,-18.22,12.85,-20.51,-23.07,11.81,-6.84,-8.6,75.49,-23.34,20.52,-36.24,19.33,-22.08,11.53
2023-11-02,3.41,-0.7,Healthcare,-17.42,15.23,-20.74,-21.91,13.23,-4.37,-7.68,83.41,-22.04,20.52,-36.26,23.3,-20.99,12.41
2023-11-03,2.11,0.19,Healthcare,-17.52,16.59,-18.18,-19.99,13.72,-4.16,-7.02,79.58,-21.54,21.13,-34.72,23.03,-19.79,11.39
2023-11-06,1.95,0.38,Healthcare,-18.23,17.82,-18.23,-20.91,13.1,-4.58,-6.8,87.98,-20.64,22.23,-34.89,25.26,-19.74,11.89
2023-11-07,2.64,0.65,Healthcare,-18.4,17.09,-18.99,-19.83,12.37,-4.09,-7.29,89.45,-21.64,21.84,-34.74,25.03,-19.03,12.76
2023-11-08,2.55,0.73,Healthcare,-18.45,18.0,-18.8,-20.39,8.63,-4.35,-7.62,95.39,-22.46,22.3,-35.63,23.85,-19.87,12.54
2023-11-09,-0.3,-0.01,Healthcare,-19.46,14.12,-21.87,-20.91,4.6,-6.22,-9.4,86.79,-24.18,19.96,-37.97,20.55,-21.57,13.0
2023-11-10,0.09,1.52,Healthcare,-19.1,15.49,-21.56,-20.32,5.9,-4.5,-9.5,88.76,-23.55,18.81,-38.38,20.36,-20.87,13.44
2023-11-13,0.13,1.42,Healthcare,-17.56,15.23,-22.27,-20.73,4.53,-2.81,-9.27,93.4,-22.06,20.07,-39.41,20.03,-21.42,13.71
2023-11-14,-0.28,3.34,Healthcare,-16.46,16.65,-21.7,-17.72,4.24,0.3,-9.25,92.81,-21.52,19.72,-38.83,19.59,-18.99,13.28
2023-11-15,-0.61,3.57,Healthcare,-15.67,17.93,-20.08,-15.87,4.69,0.84,-8.56,85.87,-19.98,18.76,-36.9,19.39,-17.04,12.87
2023-11-16,-0.13,3.71,Healthcare,-13.75,16.21,-21.2,-15.49,3.97,4.5,-7.76,85.93,-19.06,19.51,-37.77,20.0,-16.71,13.15
2023-11-17,-0.11,3.86,Healthcare,-14.35,14.67,-21.2,-16.02,5.26,4.95,-7.95,86.86,-19.19,19.23,-37.46,20.87,-17.75,12.44
2023-11-20,-0.11,4.63,Healthcare,-12.95,14.65,-24.19,-14.72,6.02,7.01,-7.88,88.69,-18.76,20.31,-37.34,20.75,-17.3,12.2
2023-11-21,0.2,4.36,Healthcare,-12.34,13.57,-24.84,-11.98,4.2,7.18,-7.14,87.13,-15.04,19.76,-36.67,20.34,-15.0,13.12
2023-11-22,0.01,4.81,Healthcare,-11.66,14.33,-23.39,-10.6,5.6,8.53,-7.32,87.91,-15.31,19.14,-36.63,20.47,-14.11,13.97
2023-11-24,0.15,4.87,Healthcare,-11.52,14.7,-22.86,-10.55,5.16,9.29,-6.3,89.78,-14.67,19.37,-36.25,20.26,-13.55,14.66
2023-11-27,0.45,4.69,Healthcare,-11.66,14.19,-24.01,-11.12,4.52,8.25,-7.04,86.8,-14.63,18.85,-37.0,20.23,-13.66,13.94
2023-11-28,-0.27,4.79,Healthcare,-12.21,14.73,-24.16,-11.62,3.95,6.88,-6.83,86.82,-15.03,17.39,-37.94,20.68,-14.39,13.31
2023-11-29,0.03,4.72,Healthcare,-10.87,15.19,-24.47,-10.11,4.95,6.82,-6.54,86.9,-14.78,18.5,-37.13,21.77,-13.18,12.17
2023-11-30,2.82,5.12,Healthcare,-10.3,16.5,-23.45,-9.79,6.86,6.84,-4.98,86.65,-14.34,20.08,-36.32,24.0,-12.69,15.86
2023-12-01,3.49,5.62,Healthcare,-9.61,17.38,-21.92,-9.54,8.16,8.18,-2.65,82.9,-13.32,20.83,-38.83,22.27,-12.39,14.4
2023-12-04,4.01,5.11,Healthcare,-9.35,17.41,-22.1,-10.07,9.11,7.05,-2.35,83.4,-13.56,22.67,-38.08,23.49,-12.53,14.62
2023-12-05,4.31,5.08,Healthcare,-10.07,16.71,-21.72,-10.98,10.05,6.39,-2.55,84.16,-14.56,24.02,-38.47,23.13,-13.17,15.03
