Date,rate_COST,rate_VOO,Sector,rate_KDP,rate_KO,rate_MDLZ,rate_PEP,rate_PG,rate_WMT
2024-02-16,37.76,13.28,Consumer Defensive,-13.12,1.47,10.14,-1.06,4.73,17.15
2024-02-20,38.01,12.73,Consumer Defensive,-12.39,3.7,11.98,0.31,5.3,19.77
2024-02-21,37.61,12.83,Consumer Defensive,-11.36,4.61,12.91,0.42,6.36,18.74
2024-02-22,39.29,14.94,Consumer Defensive,-14.79,4.46,13.41,0.07,6.45,19.55
2024-02-23,39.81,14.99,Consumer Defensive,-15.29,4.54,13.19,0.87,6.71,19.63
2024-02-26,40.9,14.61,Consumer Defensive,-17.22,3.71,12.14,0.08,6.26,21.17
2024-02-27,40.8,14.81,Consumer Defensive,-17.22,3.08,11.89,0.02,5.7,21.16
2024-02-28,41.28,14.65,Consumer Defensive,-15.73,3.19,11.98,-0.65,6.15,21.19
2024-02-29,40.68,15.05,Consumer Defensive,-16.07,2.54,11.8,-1.65,5.48,20.18
2024-03-01,40.77,15.81,Consumer Defensive,-17.52,1.67,10.55,-2.06,5.33,19.97
2024-03-04,42.18,15.68,Consumer Defensive,-18.01,2.14,9.26,-1.6,5.75,20.5
2024-03-05,42.26,14.57,Consumer Defensive,-18.04,1.65,8.25,-3.55,5.6,21.51
2024-03-06,43.6,15.15,Consumer Defensive,-17.73,1.7,9.42,-2.99,5.76,22.23
2024-03-07,44.85,16.24,Consumer Defensive,-18.4,1.52,8.49,-2.93,6.42,21.95
2024-03-08,38.78,15.57,Consumer Defensive,-17.9,1.65,9.77,-2.96,6.25,21.62
2024-03-11,37.62,15.48,Consumer Defensive,-17.46,2.87,10.6,-1.98,7.01,22.35
2024-03-12,40.96,16.5,Consumer Defensive,-17.48,3.31,9.6,-2.09,7.25,23.37
2024-03-13,40.57,16.35,Consumer Defensive,-18.58,4.36,9.22,-1.64,7.49,23.2
2024-03-14,40.24,16.14,Consumer Defensive,-18.3,3.31,8.42,-1.95,6.97,22.84
2024-03-15,39.31,15.48,Consumer Defensive,-18.63,2.26,8.1,-2.02,6.9,22.38
2024-03-18,40.18,16.07,Consumer Defensive,-16.87,2.68,8.95,1.87,6.79,22.62
2024-03-19,40.29,16.58,Consumer Defensive,-17.43,2.85,10.38,2.18,7.13,22.64
2024-03-20,41.72,17.38,Consumer Defensive,-16.31,3.74,9.8,2.22,7.22,23.2
2024-03-21,42.02,17.69,Consumer Defensive,-16.67,3.26,10.32,2.57,7.15,23.5
2024-03-22,40.73,17.27,Consumer Defensive,-16.05,3.29,10.61,2.31,7.04,22.64
2024-03-25,40.08,17.03,Consumer Defensive,-14.15,3.14,8.25,2.66,6.22,22.19
2024-03-26,40.09,16.78,Consumer Defensive,-13.44,3.38,7.01,2.73,6.44,22.09
2024-03-27,40.28,17.57,Consumer Defensive,-13.84,4.22,7.1,3.23,7.69,22.46
2024-03-28,40.38,17.56,Consumer Defensive,-13.61,4.47,6.95,4.08,7.47,21.49
2024-04-01,37.68,17.14,Consumer Defensive,-11.83,3.56,6.47,2.83,6.35,20.83
2024-04-02,35.87,16.47,Consumer Defensive,-12.69,2.66,5.72,1.93,6.34,19.27
2024-04-03,34.85,16.56,Consumer Defensive,-12.44,2.12,3.76,0.89,3.56,19.77
2024-04-04,34.7,15.31,Consumer Defensive,-13.36,1.22,4.13,0.88,3.12,19.9
2024-04-05,36.31,16.37,Consumer Defensive,-13.11,1.58,3.8,0.58,3.53,20.55
2024-04-08,35.96,16.41,Consumer Defensive,-13.03,1.17,3.21,0.84,3.49,20.42
2024-04-09,37.22,16.55,Consumer Defensive,-12.44,1.94,3.6,1.44,3.89,20.44
2024-04-10,37.95,15.5,Consumer Defensive,-13.45,0.58,1.81,0.46,4.26,22.05
2024-04-11,39.76,16.27,Consumer Defensive,-12.97,0.8,1.96,0.12,3.36,21.02
2024-04-12,39.56,14.8,Consumer Defensive,-14.66,-0.51,1.82,-0.04,3.03,21.12
2024-04-15,37.16,13.46,Consumer Defensive,-14.07,-0.74,0.58,-0.72,3.11,20.71
2024-04-16,36.73,13.26,Consumer Defensive,-14.04,-0.88,0.74,-0.39,3.44,20.53
2024-04-17,36.58,12.6,Consumer Defensive,-12.8,-0.11,1.55,0.78,4.1,20.16
2024-04-18,35.85,12.36,Consumer Defensive,-12.1,0.57,2.56,2.43,4.31,19.39
2024-04-19,35.52,11.45,Consumer Defensive,-11.06,2.71,3.98,3.53,4.87,19.92
2024-04-22,36.63,12.38,Consumer Defensive,-10.33,3.36,5.96,4.91,6.44,21.13
2024-04-23,37.98,13.77,Consumer Defensive,-10.33,3.51,8.0,1.81,7.07,19.03
2024-04-24,38.21,13.69,Consumer Defensive,-8.69,5.06,8.86,5.48,7.79,20.59
2024-04-25,37.83,13.23,Consumer Defensive,-4.47,5.38,8.08,5.04,7.76,21.27
2024-04-26,39.2,14.34,Consumer Defensive,-4.8,5.38,7.79,4.39,6.93,21.17
2024-04-29,38.66,14.73,Consumer Defensive,-4.86,5.89,9.65,4.72,7.17,21.33
2024-04-30,38.02,12.94,Consumer Defensive,-4.86,5.43,9.82,4.59,8.19,19.54
2024-05-01,37.25,12.36,Consumer Defensive,-5.63,5.61,7.78,4.07,8.18,18.23
2024-05-02,39.13,13.38,Consumer Defensive,-5.11,5.71,7.49,4.24,8.47,19.92
2024-05-03,41.24,14.75,Consumer Defensive,-4.47,6.01,6.58,4.65,8.87,20.14
2024-05-06,43.54,15.88,Consumer Defensive,-5.11,6.31,6.64,4.46,8.86,20.24
2024-05-07,46.3,16.04,Consumer Defensive,-4.55,6.77,8.09,5.75,9.72,21.73
2024-05-08,44.84,16.05,Consumer Defensive,-4.8,7.16,7.4,5.39,9.27,21.09
2024-05-09,47.74,16.7,Consumer Defensive,-4.15,7.21,7.05,5.77,9.9,21.37
2024-05-10,49.26,16.85,Consumer Defensive,-4.06,7.85,8.56,6.78,10.43,21.45
2024-05-13,47.02,16.85,Consumer Defensive,-3.86,8.39,9.4,7.44,9.79,21.31
2024-05-14,47.53,17.4,Consumer Defensive,-3.73,7.58,9.66,6.83,9.72,20.21
2024-05-15,49.23,18.81,Consumer Defensive,-4.64,7.63,8.75,6.59,10.21,20.15
2024-05-16,50.35,18.58,Consumer Defensive,-3.81,7.95,9.65,8.74,11.1,28.5
2024-05-17,50.86,18.76,Consumer Defensive,-4.79,7.46,8.6,8.19,10.95,29.78
2024-05-20,50.34,18.87,Consumer Defensive,-4.97,6.68,7.14,7.09,10.74,28.84
2024-05-21,51.6,19.19,Consumer Defensive,-4.22,7.26,7.74,7.54,11.32,30.78
2024-05-22,51.74,18.84,Consumer Defensive,-3.39,7.41,7.07,8.14,11.02,30.98
2024-05-23,50.87,17.97,Consumer Defensive,-4.17,5.86,4.99,6.47,9.72,30.16
2024-05-24,52.99,18.76,Consumer Defensive,-3.6,5.71,4.15,5.72,9.63,31.24
2024-05-28,53.54,18.86,Consumer Defensive,-4.89,5.4,3.04,3.0,8.39,30.56
2024-05-29,52.48,18.03,Consumer Defensive,-5.02,5.2,2.07,1.68,7.58,30.32
2024-05-30,53.88,17.25,Consumer Defensive,-4.38,5.66,3.53,1.28,8.1,30.26
2024-05-31,53.02,18.26,Consumer Defensive,-3.44,7.29,4.5,2.71,9.19,32.0
2024-06-03,52.99,18.08,Consumer Defensive,-3.07,7.17,2.66,1.7,9.1,31.58
2024-06-04,54.31,18.22,Consumer Defensive,-1.84,8.87,3.78,3.26,10.53,33.12
2024-06-05,55.06,19.6,Consumer Defensive,-1.95,8.84,3.61,3.02,9.95,34.08
2024-06-06,55.97,19.58,Consumer Defensive,-2.69,9.23,3.93,2.85,11.41,34.2
2024-06-07,56.29,19.43,Consumer Defensive,-2.36,8.82,3.35,1.58,10.56,31.7
2024-06-10,56.6,19.81,Consumer Defensive,-3.64,8.28,2.59,-1.43,10.73,33.83
2024-06-11,56.7,20.08,Consumer Defensive,-4.56,8.21,3.01,-1.92,10.81,33.44
2024-06-12,56.54,21.06,Consumer Defensive,-5.17,7.08,0.77,-2.65,9.36,32.73
2024-06-13,56.33,21.28,Consumer Defensive,-3.92,7.27,0.77,-2.95,10.14,33.39
2024-06-14,57.4,21.38,Consumer Defensive,-3.98,6.52,0.39,-2.67,10.38,33.93
2024-06-17,58.73,22.32,Consumer Defensive,-2.17,6.64,0.74,-1.29,10.83,34.6
2024-06-18,58.95,22.64,Consumer Defensive,-2.65,6.66,0.88,-1.09,11.51,34.82
2024-06-20,58.32,22.31,Consumer Defensive,-3.32,5.89,0.71,-0.97,10.94,35.3
2024-06-21,57.23,22.04,Consumer Defensive,-2.91,6.89,1.39,-0.62,11.32,35.18
2024-06-24,57.22,21.72,Consumer Defensive,-2.22,8.93,4.29,-0.14,11.44,36.35
2024-06-25,58.09,22.14,Consumer Defensive,-2.9,8.74,3.43,-0.58,10.4,34.6
2024-06-26,58.25,22.26,Consumer Defensive,-3.03,9.05,1.59,-0.94,10.79,35.63
2024-06-27,57.51,22.42,Consumer Defensive,-3.65,8.84,1.52,-1.22,10.25,35.15
2024-06-28,57.44,21.66,Consumer Defensive,-5.52,8.47,-0.24,-2.01,9.14,34.95
2024-07-01,55.99,21.54,Consumer Defensive,-6.86,7.8,-0.53,-3.16,7.58,34.11
2024-07-02,58.03,22.15,Consumer Defensive,-7.02,7.6,0.66,-2.76,8.35,35.03
2024-07-03,58.52,22.58,Consumer Defensive,-7.19,7.88,1.13,-3.33,8.3,35.3
2024-07-05,61.94,23.16,Consumer Defensive,-7.35,8.55,2.09,-2.28,9.2,38.13
2024-07-08,61.22,23.25,Consumer Defensive,-8.34,7.3,0.85,-3.61,10.05,37.57
2024-07-09,62.22,23.35,Consumer Defensive,-9.28,6.86,-0.54,-3.74,9.49,37.96
2024-07-10,61.79,24.29,Consumer Defensive,-9.28,7.09,0.51,-2.75,10.23,38.86
2024-07-11,55.55,23.45,Consumer Defensive,-7.96,7.53,-0.42,-2.54,9.41,37.78
2024-07-12,54.94,24.05,Consumer Defensive,-7.43,8.51,-0.36,-1.11,10.11,36.79
,,,,,,,,8.78,37.44
,,,,,,,,10.33,38.05
,,,,,,,,11.97,39.73
,,,,,,,,11.31,39.39
,,,,,,,,11.0,39.28
,,,,,,,,11.19,38.68
,,,,,,,,10.12,39.1
,,,,,,,,11.02,39.02
